name,price,link_picture,Produkttyp,Vorgeschlagenes Geschlecht,Empfohlenes Alter in Jahren (mind.),Empfohlenes Alter in Jahren (max.),Anzahl Teile,Sound-Effekte,Produktfarbe,Material,Ursprungsland,EU TSD Warnung,EU TSD Sprache,Sicherheitswarnung,Batterien erforderlich,Verpackungsbreite,Verpackungstiefe,Verpackungshöhe,Paketgewicht,Verpackungsart,Menge pro Packung,Anzahl der Versandkartons pro Vorlagenkarton,Montage erforderlich,Anzahl der Pakete,ASIN,Montagezeit,Freigabedatum (TT/MM/JJ),Figur enthalten,Nachhaltigkeitszertifikate,Menge pro Versandkarton,Länge des Versandkartons,Breite des Versandkartons,Höhe des Versandkartons,Gewicht Versandkarton,Nettogewicht Hauptkarton,Versandkarton pro Palettenlage,Anzahl Produkte pro Versandkarton,Hauptkarton GTIN (EAN/UPC),Lagenanzahl pro Palette,Produkte pro Palettenlage,Fernbedienung erforderlich,Warnung vor Erstickungsgefahr,Fernbedienung enthalten,Akkus/Batterien enthalten,null
LEGO Harry Potter™ Adventskalender (76418),46.95,https://www.fcw.ch/api/ProcessRequest/191590/BN/268x166-lego-harry-potter-adventskalender-76418.jpg?sourceId=886690&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 227 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 70,5 mm ", 400 g , Box , 1 Stück(e) , 3 Stück(e) , , 1 , B0BV7BZG41 , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Technic - Ford GT 2022 (42154),139,https://www.fcw.ch/api/ProcessRequest/177465/BN/268x166-lego-technic-ford-gt-2022-42154.jpg?sourceId=880428&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 1466 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 282 mm , 480 mm , 91 mm ," 1,73 kg ", Box , 1 Stück(e) ,, ,, B0BBRZXX8B , 60 min ,,,,,,,,,,,,,,,,,, ,
LEGO Star Wars - Angriff der Dark Trooper  (75324),46.95,https://www.fcw.ch/api/ProcessRequest/126778/BN/268x166-lego-star-wars-angriff-der-dark-trooper-75324.jpg?sourceId=870464&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 166 Stück(e) , , Mehrfarbig , Kunststoff , China , Nicht für Kinder unter 18 Monaten geeignet ,, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 262 mm , 46 mm , 330 g , Box ,,, ,, B09BNV1HRL ,,,,,,,,,,,,,,,,,,, ,"
                        "
LEGO Friends - Seerettungszentrum (41736),54.95,https://www.fcw.ch/api/ProcessRequest/188577/BN/268x166-lego-friends-seerettungszentrum-41736.jpg?sourceId=886577&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 376 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 70,5 mm ", 816 g , Box , 1 Stück(e) , 3 Stück(e) , , 1 , B0BV7BZKVW , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Technic - PEUGEOT 9X8 24H Le Mans Hybrid Hypercar (42156),209,https://www.fcw.ch/api/ProcessRequest/184657/BN/268x166-lego-technic-peugeot-9x8-24h-le-mans-hybrid-hypercar-42156.jpg?sourceId=880438&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 1775 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 480 mm , 112 mm ," 2,73 kg ", Box , 1 Stück(e) ,, ,, B0BBSMBL9S , 60 min ,,,,,,,,,,,,,,,,,, ,
LEGO Friends - Autumns Reitstall (41745),69.95,https://www.fcw.ch/api/ProcessRequest/188633/BN/268x166-lego-friends-autumns-reitstall-41745.jpg?sourceId=886580&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 545 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 282 mm , 480 mm , 61 mm ," 1,01 kg ", Box , 1 Stück(e) , 3 Stück(e) , , 1 , B0BPCD1ZMS , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Technic - Ford Mustang Shelby GT500 (42138),59.95,https://www.fcw.ch/api/ProcessRequest/126228/BN/268x166-lego-technic-ford-mustang-shelby-gt500-42138.jpg?sourceId=870327&source=Product, Bausatz , Junge/Mädchen , 9 Jahr(e) , 99 Jahr(e) , 544 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 70,5 mm ", 850 g , Box ,,, ,, B09BNVS9RM ,,,,,,,,,,,,,,,,,,, ,
LEGO City - Traktor (60287),24.95,https://www.fcw.ch/api/ProcessRequest/97134/BN/268x166-lego-city-traktor-60287.jpg?sourceId=861180&source=Product, Bausatz , Junge/Mädchen , 5 Jahr(e) , 99 Jahr(e) , 148 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 262 mm , 61 mm , 340 g , Box ,,, ,, B08G4THL9P ,,, , Forest Stewardship Council (FSC) Mix , 6 Stück(e) , 398 mm , 199 mm , 280 mm ," 2,34 kg "," 2,04 kg ", 12 Stück(e) , 6 Stück(e) , 5702016941210 , 4 Stück(e) , 72 Stück(e) ,, Kleinteile ,, ,
LEGO LEGO Harry Potter Baue dein eigenes Schloss Hogwarts (30435),4.95,https://www.fcw.ch/api/ProcessRequest/190167/BN/268x166-lego-lego-harry-potter-baue-dein-eigenes-schloss-hogwarts-30435.jpg?sourceId=886845&source=Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEGO Harry Potter - Expecto Patronum (76414),84.95,https://www.fcw.ch/api/ProcessRequest/188418/BN/268x166-lego-harry-potter-expecto-patronum-76414.jpg?sourceId=886649&source=Product, Bausatz , Junge/Mädchen , 14 Jahr(e) , 99 Jahr(e) , 754 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 382 mm , 262 mm ," 70,5 mm ", 970 g , Box , 1 Stück(e) , 3 Stück(e) , , 1 , B0BPC5XNL6 , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Marvel - Spider-Mans großer Showdown (76261),119,https://www.fcw.ch/api/ProcessRequest/190743/BN/268x166-lego-marvel-spider-mans-grosser-showdown-76261.jpg?sourceId=886623&source=Product, Bausatz , Junge/Mädchen , 10 Jahr(e) , 99 Jahr(e) , 900 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 354 mm , 378 mm ," 70,5 mm "," 1,21 kg ", Box , 1 Stück(e) , 4 Stück(e) , , 1 , B0BV7CM5VY , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Spider-Man - Hulks und Rhinos Truck-Duell (10782),26.95,https://www.fcw.ch/api/ProcessRequest/136562/BN/268x166-lego-spider-man-hulks-und-rhinos-truck-duell-10782.jpg?sourceId=870295&source=Product, Bausatz , Junge/Mädchen , 4 Jahr(e) , 99 Jahr(e) , 110 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 262 mm , 61 mm , 330 g , Box ,,, ,, B09BNS6J42 ,,,,,,,,,,,,,,,,,,, ,
LEGO Technic - Jeep Wrangler (42122),59.95,https://www.fcw.ch/api/ProcessRequest/136164/BN/268x166-lego-technic-jeep-wrangler-42122.jpg?sourceId=861138&source=Product, Bausatz , Junge/Mädchen , 9 Jahr(e) , 99 Jahr(e) , 665 Stück(e) , , Mehrfarbig , Kunststoff , Dänemark ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 70,5 mm ", 885 g , Box ,,, ,, B08G4LZVTW ,,, , Forest Stewardship Council (FSC) Mix , 3 Stück(e) , 398 mm , 229 mm , 280 mm ," 2,99 kg "," 2,66 kg ", 10 Stück(e) , 3 Stück(e) , 5702016961560 , 4 Stück(e) , 30 Stück(e) , , Kleinteile , , ,
LEGO Duplo - Mein erster Tierzug (10955),24.95,https://www.fcw.ch/api/ProcessRequest/136640/BN/268x166-lego-duplo-mein-erster-tierzug-10955.jpg?sourceId=861140&source=Product, Bausatz , Junge/Mädchen ," 1,5 Jahr(e) ", 99 Jahr(e) , 15 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 354 mm , 91 mm , 474 g , Box ,,, ,, B08GNV163S ,,, , Forest Stewardship Council (FSC) Mix , 4 Stück(e) , 398 mm , 199 mm , 373 mm ," 2,26 kg "," 1,9 kg ", 12 Stück(e) , 4 Stück(e) , 5702016945638 , 3 Stück(e) , 48 Stück(e) , ,, , ,
LEGO Minecraft - Das Skelettverlies (21189),39.95,https://www.fcw.ch/api/ProcessRequest/148550/BN/268x166-lego-minecraft-das-skelettverlies-21189.jpg?sourceId=874265&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 364 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 222 mm , 262 mm , 76 mm , 550 g , Box ,,, ,, B09QFPRVN4 ,,,,,,,,,,,,,,,,,,,,
LEGO Spider-Man - Spider-Mans Hauptquartier (10784),59.95,https://www.fcw.ch/api/ProcessRequest/150741/BN/268x166-lego-spider-man-spider-mans-hauptquartier-10784.jpg?sourceId=870297&source=Product, Bausatz , Junge/Mädchen , 4 Jahr(e) , 99 Jahr(e) , 155 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 56,5 mm ", 620 g , Box ,,, ,, B09BNSMW1W ,,,,,,,,,,,,,,,,,,, ,
LEGO Friends - Heartlake City Gemeinschaftszentrum (41748),169,https://www.fcw.ch/api/ProcessRequest/188478/BN/268x166-lego-friends-heartlake-city-gemeinschaftszentrum-41748.jpg?sourceId=886583&source=Product, Bausatz , Junge/Mädchen , 9 Jahr(e) , 99 Jahr(e) , 1513 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 582 mm , 378 mm , 103 mm ," 2,33 kg ", Box , 1 Stück(e) , 2 Stück(e) , , 1 , B009PPR4W8 , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Star Wars - Der Mandalorianer und das Kind (75317),26.95,https://www.fcw.ch/api/ProcessRequest/64912/BN/268x166-lego-star-wars-der-mandalorianer-und-das-kind-75317.jpg?sourceId=855838&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 310 Stück(e) , , Mehrfarbig , Kunststoff , China ," Nicht für Kinder unter 36 Monaten geeignet, Keine Warnung zutreffend ",,, , 262 mm , 282 mm , 59 mm , 270 g , Box ,,, ,, B07XBTNVMC ,, 01/08/2020 , , Forest Stewardship Council (FSC) Mix , 4 Stück(e) , 396 mm , 158 mm , 156 mm ," 1,25 kg "," 1,08 kg ", 15 Stück(e) , 4 Stück(e) , 5702016909630 , 7 Stück(e) , 60 Stück(e) , , Kleinteile , , ,
LEGO City - Mond-Forschungsbasis (60350),119,https://www.fcw.ch/api/ProcessRequest/124881/BN/268x166-lego-city-mond-forschungsbasis-60350.jpg?sourceId=870444&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 786 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn , Nicht für Kinder unter 18 Monaten geeignet ,, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 480 mm ," 70,5 mm "," 1,46 kg ", Box ,,, ,, B09BNT33L5 ,,,,,,,,,,,,,,,,,,, ,"
                        "
LEGO Ninjago - Jays Donner-Jet EVO (71784),11.95,https://www.fcw.ch/api/ProcessRequest/169659/BN/268x166-lego-ninjago-jays-donner-jet-evo-71784.jpg?sourceId=880356&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 146 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 191 mm ," 70,5 mm ", 210 g , Box ,,, ,, B0BBRYZ24S ,,,,,,,,,,,,,,,,,,, ,
LEGO Speed Champions - Toyota GR Supra (76901),32.95,https://www.fcw.ch/api/ProcessRequest/136943/BN/268x166-lego-speed-champions-toyota-gr-supra-76901.jpg?sourceId=864224&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 299 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 262 mm , 72 mm , 335 g , Box ,,, ,, B08W8T8LS4 ,, 01/06/2021 , , Forest Stewardship Council (FSC) Mix , 4 Stück(e) , 299 mm , 160 mm , 280 mm ," 1,41 kg "," 1,2 kg ", 19 Stück(e) , 4 Stück(e) , 5702016956658 , 4 Stück(e) , 76 Stück(e) , , Kleinteile , , ,"
                        "
LEGO Friends - Wohnblock (41704),169,https://www.fcw.ch/api/ProcessRequest/136888/BN/268x166-lego-friends-wohnblock-41704.jpg?sourceId=870316&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 1682 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 582 mm , 87 mm ," 2,59 kg ", Box ,,, ,, B09BNRXC54 ,,,,,,,,,,,,,,,,,,, ,
LEGO City - Skaterpark (60364),59.95,https://www.fcw.ch/api/ProcessRequest/188376/BN/268x166-lego-city-skaterpark-60364.jpg?sourceId=886598&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 454 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 282 mm , 480 mm , 61 mm , 991 g , Box , 1 Stück(e) , 3 Stück(e) , , 1 , B0BPCBF783 , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Harry Potter - Hogwarts Express - Sammleredition (76405),599,https://www.fcw.ch/api/ProcessRequest/154613/BN/268x166-lego-harry-potter-hogwarts-express-sammleredition-76405.jpg?sourceId=880520&source=Product, Bausatz ,, 18 Jahr(e) , 99 Jahr(e) , 5129 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,, 480 mm , 523 mm , 218 mm ," 7,27 kg ", Box ,,, ,,,,,,,,,,,,,,,,,,,,,,
LEGO Harry Potter - Hogwarts Kammer des Schreckens (76389),169,https://www.fcw.ch/api/ProcessRequest/136130/BN/268x166-lego-harry-potter-hogwarts-kammer-des-schreckens-76389.jpg?sourceId=864255&source=Product, Bausatz , Junge/Mädchen , 9 Jahr(e) , 99 Jahr(e) , 1176 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 582 mm , 87 mm ," 1,85 kg ", Box ,,, ,, B08WWRJ2QJ ,, 01/06/2021 , , Forest Stewardship Council (FSC) Mix , 3 Stück(e) , 598 mm , 397 mm , 277 mm ," 6,36 kg "," 5,4 kg ", 4 Stück(e) , 3 Stück(e) , 5702017089928 , 4 Stück(e) , 12 Stück(e) , , Kleinteile , , ,
LEGO City - Ferien-Wohnmobil (60283),24.95,https://www.fcw.ch/api/ProcessRequest/97122/BN/268x166-lego-city-ferien-wohnmobil-60283.jpg?sourceId=861176&source=Product, Bausatz , Junge/Mädchen , 5 Jahr(e) , 99 Jahr(e) , 190 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 262 mm , 61 mm , 370 g , Box ,,, ,, B08G4M8J87 ,,, , Forest Stewardship Council (FSC) Mix , 6 Stück(e) , 398 mm , 199 mm , 280 mm ," 2,52 kg "," 2,22 kg ", 12 Stück(e) , 6 Stück(e) , 5702016911176 , 4 Stück(e) , 72 Stück(e) ,, Kleinteile ,, ,"
                        "
LEGO Ninjago - Der Tempel des Kristallkönigs (71771),94.95,https://www.fcw.ch/api/ProcessRequest/139357/BN/268x166-lego-ninjago-der-tempel-des-kristallkoenigs-71771.jpg?sourceId=874219&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 703 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 354 mm ," 70,5 mm "," 1,07 kg ", Box ,,, ,, B09QFQMBJ6 ,,,,,,,,,,,,,,,,,,,,
LEGO Jurassic World - Blue & Beta in der Velociraptor-Falle (76946),46.95,https://www.fcw.ch/api/ProcessRequest/125347/BN/268x166-lego-jurassic-world-blue-beta-in-der-velociraptor-falle-76946.jpg?sourceId=861237&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 181 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 262 mm , 61 mm , 340 g , Box ,,, ,, B09BNX11LQ ,,,,,,,,,,,,,,,,,,, ,
LEGO Duplo - Wilde Tiere Südamerikas (10973),54.95,https://www.fcw.ch/api/ProcessRequest/139049/BN/268x166-lego-duplo-wilde-tiere-suedamerikas-10973.jpg?sourceId=874164&source=Product, Bausatz , Junge/Mädchen , 2 Jahr(e) , 99 Jahr(e) , 71 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 282 mm , 480 mm , 91 mm ," 1,44 kg ", Box ,,, ,, B09QFX8S39 ,,,,,,,,,,,,,,,,,,,,
LEGO Creator 3-in-1 - Pandabär (30641),4.95,https://www.fcw.ch/api/ProcessRequest/179995/BN/268x166-lego-creator-3-in-1-pandabaer-30641.jpg?sourceId=880384&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) ,, 83 Stück(e) , , Mehrfarbig ,,, Nicht für Kinder unter 36 Monaten geeignet ,,,,,,,, Polybag ,,,,,,,,,,,,,,,,,,,,,,,,,
LEGO Technic - Chopper (42132),11.95,https://www.fcw.ch/api/ProcessRequest/136834/BN/268x166-lego-technic-chopper-42132.jpg?sourceId=870323&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 163 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 157 mm , 61 mm , 170 g , Box ,,, ,, B09BNZ6VV4 ,,,,,,,,,,,,,,,,,,, ,
LEGO Minecraft - Die End-Arena (21242),32.95,https://www.fcw.ch/api/ProcessRequest/169447/BN/268x166-lego-minecraft-die-end-arena-21242.jpg?sourceId=880347&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 252 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 262 mm , 61 mm , 430 g , Box ,,, ,, B0BBRTBGK6 ,,,,,,,,,,,,,,,,,,, ,
LEGO Ninjago - Zanes Power-Up-Mech EVO (71761),11.95,https://www.fcw.ch/api/ProcessRequest/137271/BN/268x166-lego-ninjago-zanes-power-up-mech-evo-71761.jpg?sourceId=870357&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 95 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 191 mm , 46 mm , 150 g , Box ,,, ,, B09BNX183W ,,,,,,,,,,,,,,,,,,, ,
LEGO Spider-man - Spideys Team-Truck (10791),59.95,https://www.fcw.ch/api/ProcessRequest/177793/BN/268x166-lego-spider-man-spideys-team-truck-10791.jpg?sourceId=880432&source=Product, Bausatz , Junge/Mädchen , 4 Jahr(e) , 99 Jahr(e) , 187 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 56,5 mm ", 675 g , Box , 1 Stück(e) ,, ,, B01N2R5GUJ , 60 min ,,,,,,,,,,,,,,,,,, ,
LEGO Star Wars™ Adventskalender (75366),46.95,https://www.fcw.ch/api/ProcessRequest/191520/BN/268x166-lego-star-wars-adventskalender-75366.jpg?sourceId=886691&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 320 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 70,5 mm ", 401 g , Box , 1 Stück(e) , 3 Stück(e) , , 1 , B0BV79GQVC , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Duplo - Wilde Tiere der Welt (10975),149,https://www.fcw.ch/api/ProcessRequest/139038/BN/268x166-lego-duplo-wilde-tiere-der-welt-10975.jpg?sourceId=874166&source=Product, Bausatz , Junge/Mädchen , 2 Jahr(e) , 99 Jahr(e) , 142 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,, 480 mm , 582 mm , 124 mm ," 3,21 kg ", Box ,,, ,, B09QFYV5X5 ,,,,,,,,,,,,,,,,,,,,
LEGO Boost - Programmierbares Roboticset (17101),199,https://www.fcw.ch/api/ProcessRequest/148426/BN/268x166-lego-boost-programmierbares-roboticset-17101.jpg?sourceId=819911&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 12 Jahr(e) , 843 Stück(e) , , Mehrfarbig ,,, Nicht für Kinder unter 36 Monaten geeignet ,,, , 282 mm , 540 mm , 91 mm ," 1,38 kg ",,,,,,,, 01/08/2017 , , Forest Stewardship Council (FSC) Mix , 2 Stück(e) , 299 mm , 199 mm , 559 mm ," 3,15 kg ",, 16 Stück(e) , 2 Stück(e) , 5702016022988 , 2 Stück(e) , 32 Stück(e) ,,,, ,"
                        "
